PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_NAME;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_TACTICS;REQUIREMENTS_SUBTECHNIQUES;REQUIREMENTS_PLATFORMS;REQUIREMENTS_TECHNIQUEURL;REQUIREMENTS_ATTRIBUTES_SERVICES;REQUIREMENTS_ATTRIBUTES_CATEGORIES;REQUIREMENTS_ATTRIBUTES_VALUES;REQUIREMENTS_ATTRIBUTES_COMMENTS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1621;Multi-Factor Authentication Request Generation;Adversaries may attempt to bypass multi-factor authentication (MFA) mechanisms and gain access to accounts by generating MFA requests sent to users.;Credential Access;;Azure AD | Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1621/;AWS CloudTrail, AWS IAM, Amazon GuardDuty, AWS Security Hub;Detect, Protect, Detect, Detect;Partial, Minimal, Minimal, Minimal;AWS CloudTrail logs authentication events including MFA challenges and responses, which can be analyzed to detect MFA fatigue attacks or unusual patterns of repeated MFA requests. CloudTrail captures events like ConsoleLogin with MFA details, but detection requires correlation and analysis of authentication patterns over time. Coverage is Partial as it provides raw data but requires additional tooling to identify MFA bombing attempts., AWS IAM supports MFA enforcement for users and roles, but provides Minimal direct protection against MFA fatigue attacks. While IAM can require MFA for authentication, it cannot inherently prevent adversaries from generating repeated MFA requests if they have valid credentials. Protection depends heavily on user awareness and proper MFA device configuration., Amazon GuardDuty provides Minimal specific detection for MFA request generation attacks. While GuardDuty can detect credential compromise and unusual authentication patterns, it does not specifically identify MFA fatigue or bombing attacks where adversaries generate excessive MFA requests to tire users into approving them., AWS Security Hub can aggregate findings related to authentication anomalies from various sources, but provides only Minimal direct detection of MFA request generation attacks. Security Hub relies on integrated services to detect authentication issues and does not natively analyze MFA request patterns or frequency to identify potential MFA fatigue attacks.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1621;Multi-Factor Authentication Request Generation;Adversaries may attempt to bypass multi-factor authentication (MFA) mechanisms and gain access to accounts by generating MFA requests sent to users.;Credential Access;;Azure AD | Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1621/;AWS CloudTrail, AWS IAM, Amazon GuardDuty, AWS Security Hub;Detect, Protect, Detect, Detect;Partial, Minimal, Minimal, Minimal;AWS CloudTrail logs authentication events including MFA challenges and responses, which can be analyzed to detect MFA fatigue attacks or unusual patterns of repeated MFA requests. CloudTrail captures events like ConsoleLogin with MFA details, but detection requires correlation and analysis of authentication patterns over time. Coverage is Partial as it provides raw data but requires additional tooling to identify MFA bombing attempts., AWS IAM supports MFA enforcement for users and roles, but provides Minimal direct protection against MFA fatigue attacks. While IAM can require MFA for authentication, it cannot inherently prevent adversaries from generating repeated MFA requests if they have valid credentials. Protection depends heavily on user awareness and proper MFA device configuration., Amazon GuardDuty provides Minimal specific detection for MFA request generation attacks. While GuardDuty can detect credential compromise and unusual authentication patterns, it does not specifically identify MFA fatigue or bombing attacks where adversaries generate excessive MFA requests to tire users into approving them., AWS Security Hub can aggregate findings related to authentication anomalies from various sources, but provides only Minimal direct detection of MFA request generation attacks. Security Hub relies on integrated services to detect authentication issues and does not natively analyze MFA request patterns or frequency to identify potential MFA fatigue attacks.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1213;Data from Information Repositories;Adversaries may leverage information repositories to mine valuable information. Information repositories are tools that allow for storage of information, typically to facilitate collaboration or information sharing between users, and can store a wide variety of data that may aid adversaries in further objectives, or direct access to the target information. Adversaries may also abuse external sharing features to share sensitive documents with recipients outside of the organization.;Collection;;Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1213/;AWS CloudTrail, Amazon S3, Amazon Macie, Amazon GuardDuty;Detect, Protect, Detect, Detect;Significant, Partial, Significant, Partial;AWS CloudTrail logs all API calls to information repository services like S3 (GetObject, ListBucket), DynamoDB (Scan, Query), and other data services. This provides Significant detection capability for identifying unusual data access patterns, bulk downloads, or unauthorized access to sensitive information repositories. CloudTrail captures who accessed what data and when, enabling forensic analysis and anomaly detection., Amazon S3 provides bucket policies, access control lists (ACLs), and S3 Block Public Access to restrict unauthorized access to stored data. S3 also supports server-side encryption and versioning to protect data integrity. However, protection is Partial because properly configured access controls depend on correct implementation, and authorized users with legitimate access could still exfiltrate data., Amazon Macie uses machine learning to automatically discover, classify, and protect sensitive data in S3 buckets. Macie can detect unusual data access patterns, identify sensitive data exposure, and alert on potential data mining activities. This provides Significant detection capability specifically designed for protecting information repositories against unauthorized access and data collection., Amazon GuardDuty can detect anomalous data access patterns through findings like 'Exfiltration:S3/AnomalousBehavior' and 'UnauthorizedAccess:IAMUser/InstanceCredentialExfiltration'. GuardDuty monitors for unusual API call patterns that may indicate data collection from information repositories. Coverage is Partial as it focuses on known attack patterns and may not catch all forms of authorized but malicious data mining.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1213;Data from Information Repositories;Adversaries may leverage information repositories to mine valuable information. Information repositories are tools that allow for storage of information, typically to facilitate collaboration or information sharing between users, and can store a wide variety of data that may aid adversaries in further objectives, or direct access to the target information. Adversaries may also abuse external sharing features to share sensitive documents with recipients outside of the organization.;Collection;;Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1213/;AWS CloudTrail, Amazon S3, Amazon Macie, Amazon GuardDuty;Detect, Protect, Detect, Detect;Significant, Partial, Significant, Partial;AWS CloudTrail logs all API calls to information repository services like S3 (GetObject, ListBucket), DynamoDB (Scan, Query), and other data services. This provides Significant detection capability for identifying unusual data access patterns, bulk downloads, or unauthorized access to sensitive information repositories. CloudTrail captures who accessed what data and when, enabling forensic analysis and anomaly detection., Amazon S3 provides bucket policies, access control lists (ACLs), and S3 Block Public Access to restrict unauthorized access to stored data. S3 also supports server-side encryption and versioning to protect data integrity. However, protection is Partial because properly configured access controls depend on correct implementation, and authorized users with legitimate access could still exfiltrate data., Amazon Macie uses machine learning to automatically discover, classify, and protect sensitive data in S3 buckets. Macie can detect unusual data access patterns, identify sensitive data exposure, and alert on potential data mining activities. This provides Significant detection capability specifically designed for protecting information repositories against unauthorized access and data collection., Amazon GuardDuty can detect anomalous data access patterns through findings like 'Exfiltration:S3/AnomalousBehavior' and 'UnauthorizedAccess:IAMUser/InstanceCredentialExfiltration'. GuardDuty monitors for unusual API call patterns that may indicate data collection from information repositories. Coverage is Partial as it focuses on known attack patterns and may not catch all forms of authorized but malicious data mining.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1213;Data from Information Repositories;Adversaries may leverage information repositories to mine valuable information. Information repositories are tools that allow for storage of information, typically to facilitate collaboration or information sharing between users, and can store a wide variety of data that may aid adversaries in further objectives, or direct access to the target information. Adversaries may also abuse external sharing features to share sensitive documents with recipients outside of the organization.;Collection;;Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1213/;AWS CloudTrail, Amazon S3, Amazon Macie, Amazon GuardDuty;Detect, Protect, Detect, Detect;Significant, Partial, Significant, Partial;AWS CloudTrail logs all API calls to information repository services like S3 (GetObject, ListBucket), DynamoDB (Scan, Query), and other data services. This provides Significant detection capability for identifying unusual data access patterns, bulk downloads, or unauthorized access to sensitive information repositories. CloudTrail captures who accessed what data and when, enabling forensic analysis and anomaly detection., Amazon S3 provides bucket policies, access control lists (ACLs), and S3 Block Public Access to restrict unauthorized access to stored data. S3 also supports server-side encryption and versioning to protect data integrity. However, protection is Partial because properly configured access controls depend on correct implementation, and authorized users with legitimate access could still exfiltrate data., Amazon Macie uses machine learning to automatically discover, classify, and protect sensitive data in S3 buckets. Macie can detect unusual data access patterns, identify sensitive data exposure, and alert on potential data mining activities. This provides Significant detection capability specifically designed for protecting information repositories against unauthorized access and data collection., Amazon GuardDuty can detect anomalous data access patterns through findings like 'Exfiltration:S3/AnomalousBehavior' and 'UnauthorizedAccess:IAMUser/InstanceCredentialExfiltration'. GuardDuty monitors for unusual API call patterns that may indicate data collection from information repositories. Coverage is Partial as it focuses on known attack patterns and may not catch all forms of authorized but malicious data mining.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1213;Data from Information Repositories;Adversaries may leverage information repositories to mine valuable information. Information repositories are tools that allow for storage of information, typically to facilitate collaboration or information sharing between users, and can store a wide variety of data that may aid adversaries in further objectives, or direct access to the target information. Adversaries may also abuse external sharing features to share sensitive documents with recipients outside of the organization.;Collection;;Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1213/;AWS CloudTrail, Amazon S3, Amazon Macie, Amazon GuardDuty;Detect, Protect, Detect, Detect;Significant, Partial, Significant, Partial;AWS CloudTrail logs all API calls to information repository services like S3 (GetObject, ListBucket), DynamoDB (Scan, Query), and other data services. This provides Significant detection capability for identifying unusual data access patterns, bulk downloads, or unauthorized access to sensitive information repositories. CloudTrail captures who accessed what data and when, enabling forensic analysis and anomaly detection., Amazon S3 provides bucket policies, access control lists (ACLs), and S3 Block Public Access to restrict unauthorized access to stored data. S3 also supports server-side encryption and versioning to protect data integrity. However, protection is Partial because properly configured access controls depend on correct implementation, and authorized users with legitimate access could still exfiltrate data., Amazon Macie uses machine learning to automatically discover, classify, and protect sensitive data in S3 buckets. Macie can detect unusual data access patterns, identify sensitive data exposure, and alert on potential data mining activities. This provides Significant detection capability specifically designed for protecting information repositories against unauthorized access and data collection., Amazon GuardDuty can detect anomalous data access patterns through findings like 'Exfiltration:S3/AnomalousBehavior' and 'UnauthorizedAccess:IAMUser/InstanceCredentialExfiltration'. GuardDuty monitors for unusual API call patterns that may indicate data collection from information repositories. Coverage is Partial as it focuses on known attack patterns and may not catch all forms of authorized but malicious data mining.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1074;Data from Cloud Storage;Adversaries may stage collected data in a central location or directory prior to Exfiltration. Data may be kept in separate files or combined into one file through techniques such as Archive Collected Data. Interactive command shells may be used, and common functionality within cmd and bash may be used to copy data into a staging location.;Collection;T1074.002 - Remote Data Staging;IaaS | Linux | Windows | macOS;https://attack.mitre.org/techniques/T1074/;Amazon S3, AWS CloudTrail, Amazon GuardDuty, Amazon Macie;Detect, Detect, Detect, Detect;Partial, Significant, Partial, Partial;Amazon S3 can be used to detect data staging activities through S3 Access Logs and CloudTrail data events. Monitoring for unusual patterns of PutObject, CopyObject, or bulk upload operations to S3 buckets can reveal data staging behavior. However, detection is Partial because adversaries may use legitimate S3 operations that are difficult to distinguish from normal business activities without additional context., AWS CloudTrail provides Significant detection capability for data staging activities by logging all S3 API calls, EBS snapshot creation, and other data movement operations. CloudTrail captures details about data being copied, archived, or staged in AWS services. Analysis of CloudTrail logs can reveal suspicious patterns of data collection and staging, such as unusual volumes of data being copied to staging locations., Amazon GuardDuty can detect data staging activities through findings related to unusual data access patterns and suspicious S3 bucket activity. GuardDuty's 'Exfiltration:S3/AnomalousBehavior' finding can identify unusual data transfer patterns that may indicate staging. Coverage is Partial as GuardDuty focuses on known malicious patterns and may not detect all forms of data staging, especially if performed gradually., Amazon Macie can help detect data staging by monitoring S3 for unusual data movement patterns and identifying when sensitive data is being aggregated in unexpected locations. Macie's data classification and anomaly detection can reveal when large amounts of sensitive data are being staged. However, coverage is Partial as Macie is S3-specific and may not detect staging in other AWS services or on EC2 instances.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1074;Data from Cloud Storage;Adversaries may stage collected data in a central location or directory prior to Exfiltration. Data may be kept in separate files or combined into one file through techniques such as Archive Collected Data. Interactive command shells may be used, and common functionality within cmd and bash may be used to copy data into a staging location.;Collection;T1074.002 - Remote Data Staging;IaaS | Linux | Windows | macOS;https://attack.mitre.org/techniques/T1074/;Amazon S3, AWS CloudTrail, Amazon GuardDuty, Amazon Macie;Detect, Detect, Detect, Detect;Partial, Significant, Partial, Partial;Amazon S3 can be used to detect data staging activities through S3 Access Logs and CloudTrail data events. Monitoring for unusual patterns of PutObject, CopyObject, or bulk upload operations to S3 buckets can reveal data staging behavior. However, detection is Partial because adversaries may use legitimate S3 operations that are difficult to distinguish from normal business activities without additional context., AWS CloudTrail provides Significant detection capability for data staging activities by logging all S3 API calls, EBS snapshot creation, and other data movement operations. CloudTrail captures details about data being copied, archived, or staged in AWS services. Analysis of CloudTrail logs can reveal suspicious patterns of data collection and staging, such as unusual volumes of data being copied to staging locations., Amazon GuardDuty can detect data staging activities through findings related to unusual data access patterns and suspicious S3 bucket activity. GuardDuty's 'Exfiltration:S3/AnomalousBehavior' finding can identify unusual data transfer patterns that may indicate staging. Coverage is Partial as GuardDuty focuses on known malicious patterns and may not detect all forms of data staging, especially if performed gradually., Amazon Macie can help detect data staging by monitoring S3 for unusual data movement patterns and identifying when sensitive data is being aggregated in unexpected locations. Macie's data classification and anomaly detection can reveal when large amounts of sensitive data are being staged. However, coverage is Partial as Macie is S3-specific and may not detect staging in other AWS services or on EC2 instances.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1074;Data from Cloud Storage;Adversaries may stage collected data in a central location or directory prior to Exfiltration. Data may be kept in separate files or combined into one file through techniques such as Archive Collected Data. Interactive command shells may be used, and common functionality within cmd and bash may be used to copy data into a staging location.;Collection;T1074.002 - Remote Data Staging;IaaS | Linux | Windows | macOS;https://attack.mitre.org/techniques/T1074/;Amazon S3, AWS CloudTrail, Amazon GuardDuty, Amazon Macie;Detect, Detect, Detect, Detect;Partial, Significant, Partial, Partial;Amazon S3 can be used to detect data staging activities through S3 Access Logs and CloudTrail data events. Monitoring for unusual patterns of PutObject, CopyObject, or bulk upload operations to S3 buckets can reveal data staging behavior. However, detection is Partial because adversaries may use legitimate S3 operations that are difficult to distinguish from normal business activities without additional context., AWS CloudTrail provides Significant detection capability for data staging activities by logging all S3 API calls, EBS snapshot creation, and other data movement operations. CloudTrail captures details about data being copied, archived, or staged in AWS services. Analysis of CloudTrail logs can reveal suspicious patterns of data collection and staging, such as unusual volumes of data being copied to staging locations., Amazon GuardDuty can detect data staging activities through findings related to unusual data access patterns and suspicious S3 bucket activity. GuardDuty's 'Exfiltration:S3/AnomalousBehavior' finding can identify unusual data transfer patterns that may indicate staging. Coverage is Partial as GuardDuty focuses on known malicious patterns and may not detect all forms of data staging, especially if performed gradually., Amazon Macie can help detect data staging by monitoring S3 for unusual data movement patterns and identifying when sensitive data is being aggregated in unexpected locations. Macie's data classification and anomaly detection can reveal when large amounts of sensitive data are being staged. However, coverage is Partial as Macie is S3-specific and may not detect staging in other AWS services or on EC2 instances.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1074;Data from Cloud Storage;Adversaries may stage collected data in a central location or directory prior to Exfiltration. Data may be kept in separate files or combined into one file through techniques such as Archive Collected Data. Interactive command shells may be used, and common functionality within cmd and bash may be used to copy data into a staging location.;Collection;T1074.002 - Remote Data Staging;IaaS | Linux | Windows | macOS;https://attack.mitre.org/techniques/T1074/;Amazon S3, AWS CloudTrail, Amazon GuardDuty, Amazon Macie;Detect, Detect, Detect, Detect;Partial, Significant, Partial, Partial;Amazon S3 can be used to detect data staging activities through S3 Access Logs and CloudTrail data events. Monitoring for unusual patterns of PutObject, CopyObject, or bulk upload operations to S3 buckets can reveal data staging behavior. However, detection is Partial because adversaries may use legitimate S3 operations that are difficult to distinguish from normal business activities without additional context., AWS CloudTrail provides Significant detection capability for data staging activities by logging all S3 API calls, EBS snapshot creation, and other data movement operations. CloudTrail captures details about data being copied, archived, or staged in AWS services. Analysis of CloudTrail logs can reveal suspicious patterns of data collection and staging, such as unusual volumes of data being copied to staging locations., Amazon GuardDuty can detect data staging activities through findings related to unusual data access patterns and suspicious S3 bucket activity. GuardDuty's 'Exfiltration:S3/AnomalousBehavior' finding can identify unusual data transfer patterns that may indicate staging. Coverage is Partial as GuardDuty focuses on known malicious patterns and may not detect all forms of data staging, especially if performed gradually., Amazon Macie can help detect data staging by monitoring S3 for unusual data movement patterns and identifying when sensitive data is being aggregated in unexpected locations. Macie's data classification and anomaly detection can reveal when large amounts of sensitive data are being staged. However, coverage is Partial as Macie is S3-specific and may not detect staging in other AWS services or on EC2 instances.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1049;System Network Connections Discovery;Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network.;Discovery;;IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1049/;AWS CloudTrail, Amazon VPC Flow Logs, AWS Systems Manager, Amazon GuardDuty;Detect, Detect, Detect, Detect;Partial, Minimal, Minimal, Minimal;AWS CloudTrail can detect API calls related to network discovery such as DescribeNetworkInterfaces, DescribeVpcs, DescribeSubnets, and DescribeSecurityGroups. These API calls may indicate adversaries attempting to map network topology. However, detection is Partial because CloudTrail logs API-level activities but cannot monitor commands executed within EC2 instances (like netstat, ss, or lsof) without additional agents., Amazon VPC Flow Logs capture information about IP traffic going to and from network interfaces in a VPC. While this can reveal network connection patterns, it provides only Minimal detection for network discovery activities as Flow Logs show actual network traffic rather than reconnaissance activities. Flow Logs are more useful for post-discovery analysis than detecting the discovery process itself., AWS Systems Manager Session Manager and Run Command can log commands executed on EC2 instances, potentially capturing network discovery commands like netstat or ss. However, this provides only Minimal detection as it requires proper configuration of session logging, and adversaries may use alternative methods to query network connections that bypass Systems Manager monitoring., Amazon GuardDuty provides Minimal direct detection for network connection discovery activities. While GuardDuty can detect unusual API call patterns related to network enumeration, it focuses more on network-based threats and malicious traffic patterns rather than reconnaissance activities. Detection of network discovery requires correlation with other indicators of compromise.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1049;System Network Connections Discovery;Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network.;Discovery;;IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1049/;AWS CloudTrail, Amazon VPC Flow Logs, AWS Systems Manager, Amazon GuardDuty;Detect, Detect, Detect, Detect;Partial, Minimal, Minimal, Minimal;AWS CloudTrail can detect API calls related to network discovery such as DescribeNetworkInterfaces, DescribeVpcs, DescribeSubnets, and DescribeSecurityGroups. These API calls may indicate adversaries attempting to map network topology. However, detection is Partial because CloudTrail logs API-level activities but cannot monitor commands executed within EC2 instances (like netstat, ss, or lsof) without additional agents., Amazon VPC Flow Logs capture information about IP traffic going to and from network interfaces in a VPC. While this can reveal network connection patterns, it provides only Minimal detection for network discovery activities as Flow Logs show actual network traffic rather than reconnaissance activities. Flow Logs are more useful for post-discovery analysis than detecting the discovery process itself., AWS Systems Manager Session Manager and Run Command can log commands executed on EC2 instances, potentially capturing network discovery commands like netstat or ss. However, this provides only Minimal detection as it requires proper configuration of session logging, and adversaries may use alternative methods to query network connections that bypass Systems Manager monitoring., Amazon GuardDuty provides Minimal direct detection for network connection discovery activities. While GuardDuty can detect unusual API call patterns related to network enumeration, it focuses more on network-based threats and malicious traffic patterns rather than reconnaissance activities. Detection of network discovery requires correlation with other indicators of compromise.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1049;System Network Connections Discovery;Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network.;Discovery;;IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1049/;AWS CloudTrail, Amazon VPC Flow Logs, AWS Systems Manager, Amazon GuardDuty;Detect, Detect, Detect, Detect;Partial, Minimal, Minimal, Minimal;AWS CloudTrail can detect API calls related to network discovery such as DescribeNetworkInterfaces, DescribeVpcs, DescribeSubnets, and DescribeSecurityGroups. These API calls may indicate adversaries attempting to map network topology. However, detection is Partial because CloudTrail logs API-level activities but cannot monitor commands executed within EC2 instances (like netstat, ss, or lsof) without additional agents., Amazon VPC Flow Logs capture information about IP traffic going to and from network interfaces in a VPC. While this can reveal network connection patterns, it provides only Minimal detection for network discovery activities as Flow Logs show actual network traffic rather than reconnaissance activities. Flow Logs are more useful for post-discovery analysis than detecting the discovery process itself., AWS Systems Manager Session Manager and Run Command can log commands executed on EC2 instances, potentially capturing network discovery commands like netstat or ss. However, this provides only Minimal detection as it requires proper configuration of session logging, and adversaries may use alternative methods to query network connections that bypass Systems Manager monitoring., Amazon GuardDuty provides Minimal direct detection for network connection discovery activities. While GuardDuty can detect unusual API call patterns related to network enumeration, it focuses more on network-based threats and malicious traffic patterns rather than reconnaissance activities. Detection of network discovery requires correlation with other indicators of compromise.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1049;System Network Connections Discovery;Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network.;Discovery;;IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1049/;AWS CloudTrail, Amazon VPC Flow Logs, AWS Systems Manager, Amazon GuardDuty;Detect, Detect, Detect, Detect;Partial, Minimal, Minimal, Minimal;AWS CloudTrail can detect API calls related to network discovery such as DescribeNetworkInterfaces, DescribeVpcs, DescribeSubnets, and DescribeSecurityGroups. These API calls may indicate adversaries attempting to map network topology. However, detection is Partial because CloudTrail logs API-level activities but cannot monitor commands executed within EC2 instances (like netstat, ss, or lsof) without additional agents., Amazon VPC Flow Logs capture information about IP traffic going to and from network interfaces in a VPC. While this can reveal network connection patterns, it provides only Minimal detection for network discovery activities as Flow Logs show actual network traffic rather than reconnaissance activities. Flow Logs are more useful for post-discovery analysis than detecting the discovery process itself., AWS Systems Manager Session Manager and Run Command can log commands executed on EC2 instances, potentially capturing network discovery commands like netstat or ss. However, this provides only Minimal detection as it requires proper configuration of session logging, and adversaries may use alternative methods to query network connections that bypass Systems Manager monitoring., Amazon GuardDuty provides Minimal direct detection for network connection discovery activities. While GuardDuty can detect unusual API call patterns related to network enumeration, it focuses more on network-based threats and malicious traffic patterns rather than reconnaissance activities. Detection of network discovery requires correlation with other indicators of compromise.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
